Timestamp,DomainName,ClientIP,EventType,UpstreamServer,Response
Oct 28 18:29:59,bek.ir,10.0.0.2,query[A],,
Oct 28 18:29:59,bek.ir,,HIT (config),,127.0.0.1
Oct 28 18:29:59,valerievandenbroek.nl,10.0.0.2,query[A],,
Oct 28 18:29:59,valerievandenbroek.nl,,HIT (config),,127.0.0.1
Oct 28 18:29:59,lacuentaperdida.org,10.0.0.2,query[A],,
Oct 28 18:29:59,lacuentaperdida.org,,HIT (config),,127.0.0.1
Oct 28 18:29:59,alkoholiker-clan.de,10.0.0.2,query[A],,
Oct 28 18:29:59,alkoholiker-clan.de,,HIT (config),,127.0.0.1
Oct 28 18:29:59,doommovie.com,10.0.0.2,query[A],,
Oct 28 18:29:59,doommovie.com,,HIT (config),,127.0.0.1
Oct 28 18:29:59,xqgcab.com,10.0.0.2,query[A],,
Oct 28 18:29:59,xqgcab.com,,HIT (config),,127.0.0.1
Oct 28 18:29:59,uanet.net,10.0.0.2,query[A],,
Oct 28 18:29:59,uanet.net,,HIT (config),,127.0.0.1
Oct 28 18:29:59,tomorrowsreflection.com,10.0.0.2,query[A],,
Oct 28 18:29:59,tomorrowsreflection.com,,HIT (config),,127.0.0.1
Oct 28 18:29:59,lighthouse.cc,10.0.0.2,query[A],,
Oct 28 18:29:59,lighthouse.cc,,HIT (config),,127.0.0.1
Oct 28 18:29:59,7sports.jp,10.0.0.2,query[A],,
